Circuit: * Z:\media\salim\home2\salim\KiCad\AM_FM_Transceiver\Draft1.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 ++++++++++++++++to 0.545981
Heightened Def Con from 0.545981 +to 0.545981
Heightened Def Con from 0.549522 to 0.549522
Heightened Def Con from 0.549522 ++++++to 0.549522
Heightened Def Con from 0.550981 to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 ++++++++++++++++to 0.550981
Heightened Def Con from 0.550981 +++++to 0.550981
Heightened Def Con from 0.554521 to 0.554521
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 ++++++++++++++to 0.555979
Heightened Def Con from 0.555979 +++++++++++++to 0.555979
Heightened Def Con from 0.559521 to 0.559521
Heightened Def Con from 0.560981 to 0.560981
Heightened Def Con from 0.564522 to 0.564522
Heightened Def Con from 0.564522 to 0.564522
Heightened Def Con from 0.564522 to 0.564522
Heightened Def Con from 0.565979 ++++++++++++++to 0.565979
Heightened Def Con from 0.565981 to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
Heightened Def Con from 0.565981 ++++++++++++++++to 0.565981
